name,start_date,year,counties,acres,last_updated,date_started,date_contained,cause,destroyed,fatalities,lat,lon
Huasna Fire,2017-09-20,2017,San Luis Obispo,245.0,01/09/18 1:23 PM,09/20/17 1:41 PM,01/09/18 1:23PM,Under Investigation,0,0,35.12269,-120.39387
Dexter Fire,2017-09-20,2017,Mariposa,10.0,01/09/18 1:23 PM,09/20/17 2:53 PM,01/09/18 1:23PM,Unknown,0,0,37.76888,-120.15846
Power Fire,2017-09-20,2017,Madera,48.0,01/09/18 1:23 PM,09/20/17 9:07 PM,01/09/18 1:23PM,Unknown,0,0,36.94652,-120.90462
Estate Fire,2017-09-23,2017,Solano,55.0,01/09/18 1:23 PM,09/23/17 11:05 AM,01/09/18 1:23PM,Unknown,2,0,38.4446,-122.0041
Cove Fire,2017-09-23,2017,San Luis Obispo,25.0,01/09/18 1:23 PM,09/23/17 3:40 PM,01/09/18 1:23PM,Unknown,0,0,35.76343,-121.04445
32 Fire,2017-09-25,2017,Butte,28.0,01/09/18 1:24 PM,09/25/17 11:03 AM,01/09/18 1:24PM,Unknown,0,0,39.8255,-121.7127
Canyon Fire,2017-09-25,2017,Orange,2662.0,03/28/18 11:36 AM,09/25/17 1:03 PM,03/28/18 11:36AM,Unknown,0,0,33.8668,-117.68598
Edwards Fire,2017-09-26,2017,Alameda,22.0,01/09/18 1:25 PM,09/26/17 12:22 PM,01/09/18 1:25PM,Unknown,0,0,37.77982,-122.169
Jasper Fire,2017-09-26,2017,Yuba,26.0,01/09/18 1:25 PM,09/26/17 3:20 PM,01/09/18 1:25PM,Unknown,0,0,39.03168,-121.40947
Poly Fire,2017-09-26,2017,San Luis Obispo,105.0,01/09/18 1:26 PM,09/26/17 3:30 PM,01/09/18 1:26PM,Unknown,0,0,35.3024,-120.65279
Linne Fire,2017-09-26,2017,San Luis Obispo,74.0,01/09/18 1:26 PM,09/26/17 4:45 PM,01/09/18 1:26PM,Unknown,0,0,35.5956,-120.56068
Lion Fire,2017-09-27,2017,Tulare,18900.0,01/09/18 1:27 PM,09/27/17 2:00 PM,01/09/18 1:27PM,Unknown,0,0,36.27138,-118.48555
Soda Fire,2017-09-28,2017,Butte,143.0,01/09/18 1:27 PM,09/28/17 2:46 PM,01/09/18 1:27PM,Unknown,0,0,40.07613,-121.56858
Rucker Fire,2017-09-29,2017,Santa Barbara,444.0,01/09/18 1:28 PM,09/29/17 2:42 PM,01/09/18 1:28PM,Unknown,0,0,34.67403,-120.4393
Lakewood Fire,2017-09-29,2017,Kern,40.0,01/09/18 1:29 PM,09/29/17 3:58 PM,01/09/18 1:29PM,Unknown,0,0,35.59302,-118.46734
Melba Fire,2017-09-29,2017,Riverside,35.0,01/09/18 1:28 PM,09/29/17 6:01 PM,01/09/18 1:28PM,Unknown,0,0,33.74925,-117.10301
Timm Fire,2017-10-02,2017,Solano,100.0,01/09/18 1:29 PM,10/02/17 9:37 AM,01/09/18 1:29PM,Unknown,0,0,38.43658,-121.97233
Ramblin Fire,2017-10-03,2017,Mariposa,17.0,01/09/18 1:29 PM,10/03/17 11:44 AM,01/09/18 1:29PM,Unknown,0,0,37.41231,-119.87465
36 Fire,2017-10-03,2017,Tehama,20.0,01/09/18 1:29 PM,10/03/17 4:22 PM,01/09/18 1:29PM,Unknown,0,0,40.20077,-122.24731
Ridge Fire,2017-10-06,2017,Lake,87.0,01/09/18 1:29 PM,10/06/17 2:38 PM,01/09/18 1:29PM,Unknown,0,0,39.15016,-122.576
Fort Fire,2017-10-07,2017,Sonoma,20.0,01/09/18 1:30 PM,10/07/17 8:00 PM,01/09/18 1:30PM,Unknown,0,0,38.51937,-123.24713
Jones Fire,2017-10-07,2017,Shasta,40.0,01/09/18 1:31 PM,10/08/17 4:53 AM,01/09/18 1:31PM,Unknown,0,0,40.70627,-122.24199
Freeway Fire,2017-10-08,2017,Tehama,10.0,01/09/18 1:31 PM,10/08/17 12:15 PM,01/09/18 1:31PM,Unknown,0,0,40.24789,-122.255
Blue Fire,2017-10-08,2017,Humboldt,20.0,01/09/18 1:30 PM,10/08/17 4:40 PM,01/09/18 1:30PM,Unknown,0,0,40.88516,-123.96844
Cherokee Fire,2017-10-08,2017,Butte,8417.0,02/09/18 9:48 AM,10/08/17 9:45 PM,02/09/18 9:48AM,Unknown,6,0,39.62496,-121.52966
Tubbs Fire (Central LNU Complex),2017-10-08,2017,Napa and Sonoma,36807.0,10/25/19 8:50 AM,10/08/17 9:45 PM,02/09/18 9:27AM,Unknown,5636,22,38.60895,-122.62879
Atlas Fire (Southern LNU Complex),2017-10-08,2017,Napa and Solano,51624.0,10/25/19 8:47 AM,10/08/17 9:52 PM,02/09/18 9:37AM,Under Investigation,120,6,38.39206,-122.24367
Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),2017-10-08,2017,Napa and Sonoma,56556.0,10/25/19 8:54 AM,10/08/17 10:00 PM,02/09/18 9:30AM,Unknown,1355,3,38.4041,-122.5209
Cascade Fire (Wind Complex),2017-10-08,2017,Yuba,9989.0,10/25/19 8:43 AM,10/08/17 11:03 PM,02/09/18 9:39AM,Unknown,264,4,39.32198,-121.4021
Redwood Valley Fire (Mendocino Lake Complex),2017-10-08,2017,Mendocino,36523.0,10/25/19 8:48 AM,10/08/17 11:36 PM,02/09/18 8:56AM,Under Investigation,546,9,39.24873,-123.16635
Partrick Fire (Central LNU Complex),2017-10-08,2017,Napa,,01/09/18 1:33 PM,10/08/17 11:48 PM,01/09/18 1:33PM,Under Investigation,0,0,38.31802,-122.39052
Sulphur Fire (Mendocino Lake Complex),2017-10-08,2017,Lake,2207.0,02/09/18 9:29 AM,10/08/17 11:59 PM,02/09/18 9:29AM,Unknown,162,0,39.01387,-122.64543
McCourtney Fire (Wind Complex),2017-10-08,2017,Nevada,76.0,02/09/18 9:52 AM,10/09/17 12:00 AM,02/09/18 9:52AM,Unknown,13,0,39.19325,-121.08406
Lobo Fire (Wind Complex),2017-10-08,2017,Nevada,821.0,10/25/19 2:25 PM,10/09/17 12:01 AM,02/09/18 9:51AM,Unknown,48,0,39.24549,-121.12792
LaPorte Fire (Wind Complex),2017-10-08,2017,Butte,6151.0,02/09/18 9:50 AM,10/09/17 12:57 AM,02/09/18 9:50AM,Unknown,74,0,39.39455,-121.40613
Adobe Fire (Central LNU Complex),2017-10-08,2017,Sonoma,1868.0,01/09/18 1:33 PM,10/09/17 1:00 AM,01/09/18 1:33PM,Unknown,0,0,,
Point Fire,2017-10-08,2017,Calaveras,130.0,01/09/18 1:33 PM,10/09/17 1:10 AM,01/09/18 1:33PM,Unknown,4,0,38.40234,-120.52953
Pressley Fire (Central LNU Complex),2017-10-08,2017,Sonoma,,01/09/18 1:34 PM,10/09/17 1:30 AM,01/09/18 1:34PM,Unknown,0,0,38.36685,-122.64001
Pocket Fire (Central LNU Complex),2017-10-08,2017,Sonoma,17357.0,02/09/18 9:32 AM,10/09/17 3:30 AM,02/09/18 9:32AM,Unknown,6,0,38.76549,-122.90939
Canyon 2 Fire,2017-10-09,2017,Orange,9217.0,04/05/18 10:47 AM,10/09/17 9:51 AM,04/05/18 10:47AM,Unknown,25,0,33.87041,-117.70975
37 Fire,2017-10-09,2017,Sonoma,1660.0,01/09/18 1:34 PM,10/09/17 2:00 PM,01/09/18 1:34PM,Unknown,0,0,38.14242,-122.47301
Pozo Fire,2017-10-09,2017,San Luis Obispo,45.0,01/09/18 1:34 PM,10/09/17 2:30 PM,01/09/18 1:34PM,Unknown,0,0,35.28738,-120.44448
Honey Fire,2017-10-09,2017,Butte,150.0,01/09/18 1:34 PM,10/09/17 3:05 PM,01/09/18 1:34PM,Unknown,0,0,39.74679,-121.67261
Garden Fire,2017-10-10,2017,Nevada,19.0,01/09/18 1:33 PM,10/10/17 12:30 PM,01/09/18 1:33PM,Unknown,0,0,39.06414,-121.13737
Portola Fire,2017-10-10,2017,Riverside,23.0,01/09/18 1:32 PM,10/10/17 2:57 PM,01/09/18 1:32PM,Unknown,0,0,33.50488,-117.02132
Ice Fire,2017-10-10,2017,El Dorado,29.0,01/09/18 1:35 PM,10/10/17 3:36 PM,01/09/18 1:35PM,Unknown,0,0,38.77921,-120.46234
Silver Fire,2017-10-11,2017,Fresno,58.0,01/09/18 1:36 PM,10/11/17 3:59 PM,01/09/18 1:36PM,Unknown,3,0,36.7528,-119.2288
Quarry Fire,2017-10-12,2017,Kern,183.0,01/09/18 1:36 PM,10/12/17 10:42 AM,01/09/18 1:36PM,Unknown,0,0,35.19008,-118.76152
Lynch Fire,2017-10-13,2017,San Luis Obispo,73.0,01/09/18 1:37 PM,10/13/17 12:14 PM,01/09/18 1:37PM,Unknown,0,0,35.78616,-120.96514
Table Fire,2017-10-13,2017,El Dorado,426.0,01/09/18 1:36 PM,10/13/17 1:16 PM,01/09/18 1:36PM,Unknown,0,0,38.848,-120.287
Loma Fire,2017-10-13,2017,San Diego,81.0,01/09/18 1:38 PM,10/13/17 3:40 PM,01/09/18 1:38PM,Unknown,0,0,33.38613,-117.46709
Long Fire,2017-10-13,2017,Lake,100.0,01/09/18 1:38 PM,10/14/17 5:00 AM,01/09/18 1:38PM,Unknown,0,0,39.0199,-122.57487
River Fire,2017-10-14,2017,Trinity,148.0,01/09/18 1:36 PM,10/14/17 4:00 PM,01/09/18 1:36PM,Unknown,0,0,40.46836,-123.51619
Oakmont Fire (Central LNU Complex),2017-10-14,2017,Sonoma,100.0,04/05/18 12:01 PM,10/14/17 8:35 PM,04/05/18 12:01PM,Unknown,0,0,38.46123,-122.58152
Wilson Fire,2017-10-15,2017,San Diego,25.0,01/09/18 1:40 PM,10/17/17 3:43 AM,01/09/18 1:40PM,Unknown,0,0,34.22551,-118.05545
York Fire,2017-10-15,2017,Monterey,31.0,01/09/18 1:40 PM,10/15/17 2:55 PM,01/09/18 1:40PM,Unknown,0,0,36.5858,-121.80377
Rolling Fire,2017-10-15,2017,Kern,184.0,04/03/18 10:46 AM,10/15/17 5:11 PM,04/03/18 10:46AM,Unknown,0,0,35.3091,-118.701
Bear Fire,2017-10-16,2017,Santa Cruz,391.0,01/09/18 1:41 PM,10/16/17 10:30 PM,01/09/18 1:41PM,Under Investigation,6,0,37.18356,-122.07012
Wilson Fire,2017-10-16,2017,Los Angeles,50.0,01/09/18 1:40 PM,10/17/17 3:43 AM,01/09/18 1:40PM,Unknown,0,0,34.22551,-118.05545
Buffalo Fire,2017-10-17,2017,San Diego,1088.0,01/09/18 1:41 PM,10/17/17 10:19 AM,01/09/18 1:41PM,Unknown,0,0,33.402411,-117.402445
Fallon Fire,2017-10-17,2017,Alameda,116.0,01/09/18 1:41 PM,10/17/17 2:00 PM,01/09/18 1:41PM,Unknown,0,0,37.7393,-121.85663
Milton Fire,2017-10-18,2017,Stanislaus,13.0,01/09/18 1:41 PM,10/18/17 12:53 PM,01/09/18 1:41PM,Unknown,0,0,37.89532,-120.84748
Soda Fire,2017-10-20,2017,San Luis Obispo,21.0,01/09/18 1:42 PM,10/20/17 12:13 PM,01/09/18 1:42PM,Unknown,0,0,35.41112,-120.00353
Church Fire,2017-10-21,2017,San Diego,100.0,01/09/18 1:41 PM,10/21/17 1:04 PM,01/09/18 1:41PM,Unknown,0,0,32.64962,-116.37345
Extension Fire,2017-10-23,2017,Riverside,50.0,01/09/18 1:42 PM,10/23/17 10:31 AM,01/09/18 1:42PM,Unknown,0,0,33.8826,-117.00589
Freeway Fire,2017-10-24,2017,San Bernardino,40.0,01/09/18 1:45 PM,10/24/17 10:27 AM,01/09/18 1:45PM,Unknown,0,0,34.13534,-117.4982
Vista Fire,2017-10-24,2017,Ventura,86.0,01/09/18 1:45 PM,10/24/17 2:44 PM,01/09/18 1:45PM,Unknown,0,0,34.34949,-119.30918
Tank Fire,2017-10-26,2017,Kern,50.0,01/09/18 1:45 PM,10/26/17 11:55 AM,01/09/18 1:45PM,Unknown,0,0,35.21556,-118.56578
Wildomar Fire,2017-10-26,2017,Riverside,866.0,01/09/18 1:45 PM,10/26/17 12:34 PM,01/09/18 1:45PM,Unknown,0,0,33.60247,-117.34192
Tehama Fire,2017-10-26,2017,Tehama,194.0,01/09/18 1:46 PM,10/26/17 8:00 PM,01/09/18 1:46PM,Unknown,0,0,40.02261,-121.91425
Bridge Fire,2017-10-31,2017,Shasta,37.0,01/09/18 1:46 PM,10/31/17 11:22 AM,01/09/18 1:46PM,Unknown,0,0,40.774,-122.309
Roser Fire,2017-11-02,2017,Tehama,43.0,01/09/18 1:46 PM,11/02/17 2:40 PM,01/09/18 1:46PM,Unknown,0,0,39.81517,-122.28165
Chris Fire,2017-11-13,2017,Mono,370.0,01/09/18 1:46 PM,11/13/17 11:28 AM,01/09/18 1:46PM,Unknown,0,0,38.46111,-119.48284
Palm Fire,2017-11-14,2017,Riverside,40.0,01/09/18 1:46 PM,11/14/17 4:11 PM,01/09/18 1:46PM,Unknown,0,0,33.90327,-116.50151
Bitterwater Fire,2017-11-25,2017,San Benito,47.0,01/09/18 1:46 PM,11/25/17 4:46 PM,01/09/18 1:46PM,Unknown,0,0,36.38109,-121.00391
Oak Fire,2017-11-29,2017,San Bernardino,99.0,01/09/18 1:46 PM,11/29/17 12:19 PM,01/09/18 1:46PM,Unknown,0,0,34.035344,-116.940661
Riverdale Fire,2017-12-04,2017,Riverside,40.0,01/09/18 1:47 PM,12/04/17 12:26 PM,01/09/18 1:47PM,Unknown,0,0,33.96514,-117.4764
Thomas Fire,2017-12-04,2017,Santa Barbara and Ventura,281893.0,04/27/20 1:46 PM,12/04/17 6:28 PM,01/12/18 11:24AM,Power Lines,1063,0,34.41521,-119.09124
Creek Fire,2017-12-04,2017,Los Angeles,15619.0,08/06/18 10:52 AM,12/05/17 3:44 AM,08/06/18 10:52AM,Unknown,37,0,34.31283,-118.35863
Rye Fire,2017-12-05,2017,Los Angeles,6049.0,01/18/18 9:58 AM,12/05/17 11:31 AM,01/18/18 9:58AM,Unknown,6,0,34.45283,-118.58188
Meyers Fire,2017-12-05,2017,San Bernardino,34.0,01/09/18 1:47 PM,12/05/17 1:28 PM,01/09/18 1:47PM,Unknown,0,0,34.21829,-117.40625
Little Mountain Fire,2017-12-05,2017,San Bernardino,260.0,01/09/18 1:47 PM,12/05/17 1:35 PM,01/09/18 1:47PM,Unknown,0,0,34.16564,-117.33334
Skirball Fire,2017-12-05,2017,Los Angeles,422.0,01/23/18 8:11 AM,12/06/17 6:31 AM,01/23/18 8:11AM,Unknown,0,0,34.09454,-118.48178
Lilac Fire,2017-12-07,2017,San Diego,4100.0,01/09/18 1:47 PM,12/07/17 11:15 AM,01/09/18 1:47PM,Unknown,157,0,33.3237,-117.163
Liberty Fire,2017-12-07,2017,Riverside,300.0,01/09/18 1:47 PM,12/07/17 1:14 PM,01/09/18 1:47PM,Unknown,0,0,33.59257,-117.14979
Longhorn Fire,2017-12-13,2017,Riverside,19.0,01/09/18 1:49 PM,12/13/17 3:27 PM,01/09/18 1:49PM,Unknown,0,0,33.88994,-116.91023
Coast Fire,2017-12-14,2017,Santa Barbara,14.0,07/09/19 1:54 PM,12/14/17 12:59 PM,01/09/18 1:49PM,Unknown,0,0,34.605358,-120.414875
Drum Fire,2017-12-16,2017,Santa Barbara,14.0,07/09/19 1:53 PM,12/16/17 12:21 PM,01/09/18 1:49PM,Unknown,0,0,34.71796,-120.27077
Riverbottom Fire,2017-12-21,2017,Riverside,45.0,07/09/19 1:52 PM,12/21/17 11:16 AM,01/09/18 1:49PM,Unknown,0,0,33.9885,-117.38417
Holiday Fire,2017-12-28,2017,El Dorado,80.0,07/09/19 1:54 PM,12/28/17 8:51 PM,01/09/18 1:49PM,Unknown,0,0,38.869036,-119.61865
Montecito Flooding / Mudflows,2018-01-08,2018,Santa Barbara and Ventura,,01/03/19 9:43 AM,01/09/18 4:00 AM,01/03/19 9:43AM,Unknown,0,0,,
Haycamp Fire,2018-02-07,2018,Monterey,50.0,01/03/19 9:43 AM,02/07/18 3:53 PM,01/03/19 9:43AM,Unknown,0,0,35.96689,-121.28185
Wilcox Fire,2018-02-18,2018,Tulare,33.0,01/03/19 9:44 AM,02/18/18 1:45 PM,01/03/19 9:44AM,Unknown,0,0,,
Pleasant Fire,2018-02-18,2018,Inyo,2070.0,01/03/19 9:43 AM,02/18/18 2:12 PM,01/03/19 9:43AM,Unknown,0,0,37.40208,-118.50235
Santa Cruz Fire,2018-03-27,2018,Santa Barbara,258.0,01/03/19 9:44 AM,03/27/18 2:45 PM,01/03/19 9:44AM,Unknown,0,0,34.0232,-119.76576
Rock Fire,2018-03-27,2018,Shasta,11.0,01/03/19 9:45 AM,03/27/18 4:20 PM,01/03/19 9:45AM,Unknown,0,0,40.4635,-121.77419
Meadow Fire,2018-04-09,2018,Riverside,21.0,01/03/19 9:46 AM,04/09/18 6:18 PM,01/03/19 9:46AM,Unknown,0,0,33.86439,-117.48144
Aqueduct Fire,2018-04-12,2018,Fresno,30.0,01/03/19 9:46 AM,04/12/18 2:30 PM,01/03/19 9:46AM,Unknown,0,0,35.92436,-119.94083
Tyler Fire,2018-04-14,2018,Riverside,15.0,01/03/19 9:46 AM,04/15/18 4:38 AM,01/03/19 9:46AM,Unknown,0,0,33.711263,-116.164058
Moffat Fire,2018-04-19,2018,Inyo,1265.0,01/03/19 1:09 PM,04/19/18 10:28 AM,01/03/19 1:09PM,Unknown,0,0,36.71537,-118.08449
Lago Fire,2018-04-22,2018,Riverside,18.0,01/03/19 1:10 PM,04/22/18 1:35 PM,01/03/19 1:10PM,Unknown,0,0,33.88744,-117.16232
Grape Fire,2018-04-24,2018,Humboldt,,01/03/19 3:23 PM,04/24/18 4:59 PM,01/03/19 3:23PM,Unknown,0,0,40.70258,-123.55012
French Fire,2018-04-26,2018,Plumas,20.0,01/04/19 10:27 AM,04/26/18 3:00 PM,01/04/19 10:27AM,Unknown,0,0,39.89075,-120.18499
Main Fire,2018-04-28,2018,Riverside,73.0,01/04/19 10:26 AM,04/28/18 2:26 PM,01/04/19 10:26AM,Unknown,0,0,33.67815,-117.32281
Nees Fire,2018-05-02,2018,Merced,1756.0,01/04/19 10:26 AM,05/02/18 4:00 PM,01/04/19 10:26AM,Unknown,0,0,36.85156,-120.77206
Alpha Fire,2018-05-04,2018,San Diego,300.0,01/04/19 10:26 AM,05/04/18 11:44 AM,01/04/19 10:26AM,Unknown,0,0,33.389425,-117.502405
Tornado Fire,2018-05-04,2018,Riverside,70.0,01/04/19 10:26 AM,05/04/18 2:48 PM,01/04/19 10:26AM,Unknown,0,0,33.504964,-117.148204
Woodchuck Fire,2018-05-04,2018,Riverside,15.0,01/04/19 10:26 AM,05/04/18 6:53 PM,01/04/19 10:26AM,Unknown,0,0,33.467999,-117.003829
Shastina Fire,2018-05-09,2018,Siskiyou,127.0,01/04/19 10:25 AM,05/09/18 6:11 PM,01/04/19 10:25AM,Unknown,0,0,41.65935,-122.48556
Jacques Fire,2018-05-09,2018,San Diego,18.0,01/04/19 10:26 AM,05/09/18 10:00 PM,01/04/19 10:26AM,Unknown,0,0,33.40178,-117.27467
Volcan Fire,2018-05-10,2018,San Diego,12.0,01/04/19 10:25 AM,05/10/18 8:41 PM,01/04/19 10:25AM,Unknown,0,0,33.12213,-116.58759
Grant Fire,2018-05-14,2018,Alameda,12.0,01/04/19 10:25 AM,05/14/18 1:06 PM,01/04/19 10:25AM,Unknown,0,0,37.73835,-121.6039
Twisselman Fire,2018-05-16,2018,Kern,293.0,01/04/19 10:25 AM,05/16/18 4:30 PM,01/04/19 10:25AM,Unknown,0,0,,
Happy Fire,2018-05-17,2018,Santa Barbara,60.0,01/04/19 10:25 AM,05/17/18 12:53 PM,01/04/19 10:25AM,Unknown,0,0,34.74245,-120.18236
Patterson Fire,2018-05-17,2018,Riverside,1261.0,01/04/19 10:24 AM,05/17/18 2:19 PM,01/04/19 10:24AM,Unknown,0,0,33.62924,-117.05992
White Fire,2018-05-18,2018,Tulare,26.0,01/04/19 10:24 AM,05/18/18 11:00 AM,01/04/19 10:24AM,Unknown,0,0,35.826333,-118.9821
Jelly Fire,2018-05-18,2018,Tehama,103.0,01/04/19 10:24 AM,05/18/18 4:37 PM,01/04/19 10:24AM,Unknown,0,0,40.31759,-122.21032
Ager Fire,2018-05-19,2018,Siskiyou,27.0,01/04/19 10:24 AM,05/19/18 1:04 PM,01/04/19 10:24AM,Unknown,0,0,41.791859,-122.513883
Plaza Fire,2018-05-20,2018,Merced,88.0,01/04/19 10:24 AM,05/20/18 1:07 PM,01/04/19 10:24AM,Unknown,0,0,37.056944,-121.01638
Bellagio Fire,2018-05-21,2018,Napa,12.0,01/04/19 10:23 AM,05/21/18 11:56 AM,01/04/19 10:23AM,Unknown,0,0,38.16303,-122.23059
Agua Fire,2018-05-22,2018,San Diego,59.0,01/04/19 10:23 AM,05/22/18 2:13 PM,01/04/19 10:23AM,Unknown,0,0,33.35505,-117.03134
Experimental Fire,2018-05-23,2018,Madera,56.0,01/04/19 10:23 AM,05/23/18 2:30 PM,01/04/19 10:23AM,Unknown,0,0,37.0979,-119.75307
Water Fire,2018-05-24,2018,San Luis Obispo,100.0,01/04/19 10:22 AM,05/24/18 10:43 AM,01/04/19 10:22AM,Unknown,0,0,35.56922,-120.12441
Cobble Fire,2018-05-26,2018,Fresno,108.0,01/04/19 10:22 AM,05/26/18 2:52 PM,01/04/19 10:22AM,Unknown,0,0,36.75581,-119.42172
Keeler Fire,2018-05-27,2018,Santa Clara,16.0,01/04/19 10:22 AM,05/27/18 5:05 PM,01/04/19 10:22AM,Unknown,0,0,37.21803,-121.76828
70th Fire,2018-05-28,2018,Riverside,10.0,01/04/19 10:21 AM,05/28/18 7:23 AM,01/04/19 10:21AM,Unknown,0,0,33.53924,-116.10231
Chrome Fire,2018-05-28,2018,Glenn,75.0,01/04/19 10:21 AM,05/28/18 5:33 PM,01/04/19 10:21AM,Unknown,0,0,39.65578,-122.58666
Stuhr Fire,2018-05-29,2018,Stanislaus,63.0,01/04/19 10:21 AM,05/29/18 12:58 PM,01/04/19 10:21AM,Unknown,0,0,37.32744,-121.10903
Vineyard Fire,2018-05-29,2018,San Luis Obispo,25.0,01/04/19 10:20 AM,05/29/18 1:11 PM,01/04/19 10:20AM,Unknown,0,0,35.71859,-120.64028
Grant Fire,2018-05-30,2018,Alameda,484.0,10/25/19 9:01 AM,05/30/18 1:21 PM,01/04/19 10:20AM,Unknown,0,0,37.75375,-121.57918
Madison FIre,2018-06-01,2018,Yolo,14.0,01/04/19 10:20 AM,06/01/18 1:31 PM,01/04/19 10:20AM,Unknown,0,0,38.64953,-122.01762
Open Fire,2018-06-01,2018,Glenn,127.0,01/04/19 10:19 AM,06/01/18 3:20 PM,01/04/19 10:19AM,Unknown,0,0,39.46543,-122.65582
Plymire Fire,2018-06-01,2018,Tehama,23.0,01/04/19 10:19 AM,06/01/18 4:07 PM,01/04/19 10:19AM,Unknown,0,0,40.201826,-122.29388
Coldwell Fire,2018-06-02,2018,Fresno,13.0,01/04/19 10:18 AM,06/02/18 9:55 AM,01/04/19 10:18AM,Unknown,0,0,36.10499,-120.55324
Glen Fire,2018-06-02,2018,Contra Costa,23.0,01/04/19 10:19 AM,06/02/18 12:42 PM,01/04/19 10:19AM,Unknown,0,0,37.99113,-121.86473
Aliso Fire,2018-06-02,2018,Orange,175.0,01/04/19 10:19 AM,06/02/18 1:07 PM,01/04/19 10:19AM,Unknown,0,0,33.55132,-117.72044
Jardin Fire,2018-06-02,2018,Riverside,10.0,01/04/19 10:18 AM,06/02/18 3:53 PM,01/04/19 10:18AM,Unknown,0,0,33.45014,-117.22215
Black Fire,2018-06-03,2018,Tehama,10.0,01/04/19 10:18 AM,06/03/18 8:55 AM,01/04/19 10:18AM,Unknown,0,0,39.80827,-122.3307
Grande Fire,2018-06-03,2018,Riverside,11.0,01/04/19 10:18 AM,06/03/18 1:38 PM,01/04/19 10:18AM,Unknown,0,0,33.47413,-117.31468
Ethanac Fire,2018-06-03,2018,Riverside,17.0,01/04/19 10:17 AM,06/03/18 2:17 PM,01/04/19 10:17AM,Unknown,0,0,33.742,-117.28189
Fairview Fire,2018-06-03,2018,San Benito,35.0,01/04/19 10:17 AM,06/03/18 3:09 PM,01/04/19 10:17AM,Unknown,0,0,36.83036,-121.36446
Resort Fire,2018-06-03,2018,San Luis Obispo,12.0,01/04/19 10:17 AM,06/03/18 4:11 PM,01/04/19 10:17AM,Unknown,0,0,35.75737,-120.91793
Martin Fire,2018-06-03,2018,Siskiyou,37.0,01/04/19 10:17 AM,06/03/18 4:14 PM,01/04/19 10:17AM,Unknown,0,0,41.58233,-122.33769
Adobe Fire,2018-06-03,2018,San Diego,38.0,01/04/19 10:16 AM,06/03/18 4:16 PM,01/04/19 10:16AM,Unknown,0,0,32.78031,-117.06782
Green Fire,2018-06-03,2018,San Diego,10.0,01/04/19 10:16 AM,06/03/18 6:23 PM,01/04/19 10:16AM,Unknown,0,0,32.75072,-116.92404
Stone Fire,2018-06-04,2018,Los Angeles,1352.0,01/04/19 10:15 AM,06/04/18 12:40 PM,01/04/19 10:15AM,Unknown,0,0,34.5486,-118.31138
Meamber Fire,2018-06-04,2018,Siskiyou,12.0,01/04/19 10:13 AM,06/04/18 3:08 PM,01/04/19 10:13AM,Unknown,0,0,41.64805,-122.98442
Airline Fire,2018-06-04,2018,San Benito,1314.0,01/04/19 10:15 AM,06/04/18 5:01 PM,01/04/19 10:15AM,Unknown,0,0,36.40755,-120.99322
Eastern Fire,2018-06-04,2018,San Benito,513.0,01/04/19 10:14 AM,06/04/18 5:30 PM,01/04/19 10:14AM,Unknown,0,0,36.378333,-120.901167
ONeals Fire,2018-06-04,2018,Madera,300.0,01/04/19 10:14 AM,06/04/18 5:44 PM,01/04/19 10:14AM,Unknown,0,0,37.10181,-119.623981
Panoche Fire,2018-06-04,2018,San Benito,64.0,01/04/19 10:13 AM,06/04/18 11:17 PM,01/04/19 10:13AM,Unknown,0,0,36.64832,-121.03253
Pallet Fire,2018-06-05,2018,Sonoma,10.0,01/04/19 10:12 AM,06/05/18 1:03 PM,01/04/19 10:12AM,Unknown,0,0,38.245151,-122.44408
Vista Fire,2018-06-05,2018,San Diego,12.0,01/04/19 10:11 AM,06/05/18 1:45 PM,01/04/19 10:11AM,Unknown,0,0,33.40769,-117.22974
Recycle Fire,2018-06-06,2018,San Diego,265.0,01/04/19 10:11 AM,06/06/18 9:46 AM,01/04/19 10:11AM,Campfire,0,0,32.63046,-116.46674
Bear Fire,2018-06-07,2018,Merced,200.0,01/04/19 10:10 AM,06/07/18 6:04 PM,01/04/19 10:10AM,Unknown,0,0,37.33924,-120.24315
Apple Fire,2018-06-09,2018,Tehama,2956.0,01/04/19 10:10 AM,06/09/18 2:10 PM,01/04/19 10:10AM,Unknown,5,0,39.94355,-122.3571
South Fire,2018-06-09,2018,Los Angeles,175.0,01/04/19 10:08 AM,06/09/18 2:45 PM,01/04/19 10:08AM,Unknown,0,0,37.97638,-122.5275
Mission Fire,2018-06-09,2018,Marin,12.0,01/04/19 10:09 AM,06/09/18 3:30 PM,01/04/19 10:09AM,Unknown,0,0,37.97638,-122.5275
Sam Fire,2018-06-09,2018,Monterey,96.0,01/04/19 10:08 AM,06/09/18 3:31 PM,01/04/19 10:08AM,Unknown,0,0,35.9352,-121.11936
Chrome Fire,2018-06-09,2018,Glenn,2290.0,01/04/19 10:09 AM,06/09/18 3:32 PM,01/04/19 10:09AM,Unknown,0,0,39.64978,-122.58218
Lions Fire,2018-06-11,2018,Madera,4064.0,01/04/19 10:03 AM,06/11/18 12:00 PM,01/04/19 10:03AM,Unknown,0,0,37.571,-119.118
