name,start_date,year,counties,acres,last_updated,date_started,date_contained,cause,destroyed,fatalities,lat,lon
Ridge Fire,2020-06-17,2020,Monterey,83.0,06/25/20 9:07 AM,06/17/20 4:54 PM,06/22/20 9:07AM,,0,0,35.9497,-121.42113
Baker Fire,2020-06-17,2020,Kern,165.0,06/18/20 7:34 PM,06/17/20 8:22 PM,06/18/20 7:17PM,,0,0,35.27678,-118.6894
Nelson Fire,2020-06-18,2020,Placer,110.0,06/18/20 7:24 PM,06/18/20 4:56 PM,06/18/20 7:24PM,,0,0,38.89178,-121.33956
Fork Fire,2020-06-18,2020,Tulare,130.0,07/24/20 3:34 PM,06/18/20 8:28 PM,06/22/20 7:26PM,Under Investigation,0,0,36.37085,-118.845123
Teddy Fire,2020-06-18,2020,Butte,13.0,06/25/20 8:53 AM,06/18/20 10:33 PM,06/18/20 8:53AM,Under Investigation,0,0,39.37577,-121.45372
Springs Fire,2020-06-19,2020,Tulare,217.0,07/24/20 3:35 PM,06/19/20 3:19 PM,06/22/20 7:22PM,Under Investigation,0,0,35.89133,-118.8613
Honcut Fire,2020-06-20,2020,Butte,89.0,06/20/20 7:14 PM,06/20/20 2:24 PM,06/20/20 7:14PM,Under Investigation,0,0,39.36894,-121.53976
East Fire,2020-06-20,2020,Modoc,11.0,06/21/20 9:57 AM,06/20/20 5:23 PM,,Under Investigation,0,0,41.5017,-120.54161
Quarter Fire,2020-06-21,2020,Tuolumne,10.0,07/07/20 2:35 PM,06/21/20 11:33 AM,07/07/20 2:34PM,Under Investigation,0,0,38.08264,-120.20316
Hunter Fire,2020-06-21,2020,Monterey,195.0,06/25/20 6:55 PM,06/21/20 4:29 PM,06/25/20 6:55PM,Under Investigation,0,0,35.90835,-121.08753
Stage Fire,2020-06-21,2020,Monterey,52.0,06/22/20 7:12 PM,06/21/20 9:50 PM,06/22/20 7:12PM,,0,0,36.69845,-121.57407
Grade Fire,2020-06-22,2020,Tulare,1050.0,07/24/20 3:35 PM,06/22/20 8:16 AM,06/26/20 6:39AM,Under Investigation,0,0,36.5537,-119.19677
River Fire,2020-06-22,2020,San Luis Obispo,15.0,06/25/20 9:05 AM,06/22/20 1:55 PM,06/23/20 9:04AM,Under Investigation,0,0,35.62906,-120.68326
Rico Fire,2020-06-22,2020,Monterey,338.0,06/23/20 7:08 AM,06/22/20 3:55 PM,06/23/20 7:07AM,Under Investigation,0,0,35.9789,-120.87858
Sycamore Fire,2020-06-23,2020,Fresno,19.0,06/26/20 6:04 PM,06/23/20 8:23 AM,06/26/20 6:04PM,,0,0,36.97511,-119.33439
R-2 Fire,2020-06-23,2020,Lassen,563.0,07/02/20 2:21 PM,06/23/20 9:12 PM,06/26/20 6:00PM,Under Investigation,0,0,40.43203,-120.28147
R-3 Fire,2020-06-24,2020,Lassen,210.0,07/02/20 2:22 PM,06/24/20 7:49 AM,06/26/20 6:00PM,Under Investigation,0,0,40.44793,-120.04635
58 Fire,2020-06-24,2020,Riverside,12.0,06/29/20 7:00 AM,06/24/20 5:49 PM,06/27/20 6:58AM,,0,0,33.27665,-115.96594
Diablo Fire,2020-06-24,2020,Stanislaus,202.0,06/26/20 6:32 PM,06/25/20 6:47 AM,06/26/20 6:32PM,,0,0,37.46265,-121.18355
Bend Fire,2020-06-25,2020,San Luis Obispo,263.0,06/29/20 7:06 AM,06/25/20 5:28 PM,06/28/20 7:06AM,Under Investigation,0,0,35.30742,-119.88048
Aurora Fire,2020-06-26,2020,Mono,280.0,07/03/20 11:08 AM,06/26/20 3:13 PM,07/02/20 11:07AM,Under Investigation,0,0,38.22554,-119.00289
Indian Fire,2020-06-26,2020,Riverside,59.0,06/28/20 8:11 PM,06/26/20 5:07 PM,,Under Investigation,0,0,33.565093,-116.750925
Poeville Fire,2020-06-27,2020,State of Nevada,2975.0,07/07/20 2:37 PM,06/27/20 7:08 PM,07/06/20 2:36PM,Under Investigation,0,0,39.32596,-119.81098
Pass Fire,2020-06-28,2020,Merced,2192.0,07/03/20 7:34 AM,06/28/20 1:28 PM,07/03/20 7:34AM,Under Investigation,0,0,37.06641,-121.21912
Gage Fire,2020-06-28,2020,San Luis Obispo,33.0,07/03/20 11:06 AM,06/28/20 3:58 PM,06/28/20 11:06AM,Under Investigation,0,0,35.69993,-120.96759
Muck Fire,2020-06-29,2020,Lassen,12.0,06/29/20 6:49 PM,06/29/20 12:35 PM,06/29/20 6:49PM,Under Investigation,0,0,41.0336731,-121.2199939
Avacado Fire,2020-06-30,2020,Butte,136.0,07/03/20 7:15 PM,06/30/20 3:43 PM,07/03/20 7:15PM,,0,0,39.3784,-121.4319
Flat Fire,2020-06-30,2020,Trinity,62.0,07/30/20 3:25 PM,06/30/20 5:40 PM,07/24/20 3:25PM,,0,0,40.791509,-123.437051
Bena Fire,2020-07-01,2020,Kern,2900.0,07/03/20 7:30 AM,07/01/20 4:32 PM,07/03/20 7:30AM,,0,0,35.310132,-118.702732
Rowher Fire,2020-07-01,2020,Los Angeles,648.0,08/13/20 10:43 AM,07/01/20 4:43 PM,07/05/20 10:43AM,,0,0,34.542742,-118.324601
Bonadelle Fire,2020-07-02,2020,Madera,597.0,07/03/20 7:33 AM,07/02/20 3:27 PM,07/03/20 7:33AM,,0,0,36.9678542,-119.9252132
Soda Fire,2020-07-03,2020,San Luis Obispo,157.0,07/15/20 6:43 PM,07/03/20 2:00 PM,07/05/20 6:43PM,Under Investigation,0,0,35.393889,-120.053275
Mount R Fire,2020-07-03,2020,San Bernardino,62.0,07/06/20 1:27 PM,07/03/20 4:29 PM,07/06/20 1:27PM,Under Investigation,0,0,34.182436,-117.124353
Sheridan Fire,2020-07-04,2020,Alameda,108.0,07/05/20 6:48 PM,07/04/20 3:04 PM,07/05/20 6:47PM,,0,0,37.536015,-121.876277
Lake Fire,2020-07-05,2020,San Luis Obispo,588.0,07/05/20 7:40 PM,07/05/20 7:09 AM,,,0,0,35.351065,-120.00485
Park Fire,2020-07-05,2020,Santa Clara,343.0,07/06/20 7:24 PM,07/05/20 7:13 AM,07/06/20 7:23PM,Under Investigation,0,0,37.166733,-121.567505
Cotton Fire,2020-07-05,2020,Merced,100.0,07/05/20 7:30 AM,07/05/20 7:30 AM,,,0,0,37.091637,-121.086625
Kings Fire,2020-07-05,2020,Fresno,67.0,07/07/20 6:49 PM,07/05/20 2:39 PM,,,0,0,36.750186,-119.116536
Crews Fire,2020-07-05,2020,Santa Clara,5513.0,07/13/20 7:06 PM,07/05/20 2:55 PM,07/13/20 7:06PM,Under Investigation,0,0,37.034839,-121.501532
Soledad Fire,2020-07-05,2020,Los Angeles,1525.0,07/15/20 6:44 PM,07/05/20 5:18 PM,07/10/20 6:44PM,,0,0,34.467915,-118.328877
California Fire,2020-07-06,2020,Contra Costa,298.0,07/08/20 7:07 AM,07/06/20 3:32 PM,,,0,0,38.02996,-122.25471
Patterson Fire,2020-07-06,2020,San Joaquin,150.0,07/06/20 7:04 PM,07/06/20 4:04 PM,07/06/20 7:02PM,Under Investigation,0,0,37.71984,-121.53524
Mountain Meadow Fire,2020-07-06,2020,Solano,75.0,07/28/20 11:50 AM,07/06/20 6:22 PM,07/09/20 11:50AM,,0,0,38.21614,-122.12447
Brandon Fire,2020-07-07,2020,El Dorado,32.0,07/08/20 8:33 PM,07/07/20 4:06 PM,,Under Investigation,0,0,38.58488,-120.941267
Nail Fire,2020-07-07,2020,Colusa,25.0,07/28/20 3:55 PM,07/07/20 5:32 PM,07/09/20 3:20PM,Under Investigation,0,0,39.35498,-122.65813
Tripp Fire,2020-07-09,2020,Riverside,10.0,07/11/20 7:44 AM,07/09/20 2:27 PM,07/09/20 7:44AM,Under Investigation,0,0,33.551838,-116.7464168
Alum Fire,2020-07-11,2020,Santa Clara,31.0,07/11/20 5:28 PM,07/11/20 10:50 AM,07/11/20 5:28PM,Under Investigation,0,0,37.37731,-121.79349
Power Fire,2020-07-11,2020,Madera,108.0,07/15/20 7:09 PM,07/11/20 5:57 PM,07/15/20 7:07PM,,2,0,37.1487,-119.50307
Elliot Fire,2020-07-13,2020,Riverside,2.0,07/15/20 6:45 PM,07/13/20 12:55 PM,07/13/20 6:45PM,Under Investigation,0,0,33.623968,-117.108421
Robinson Fire,2020-07-13,2020,Butte,33.0,07/15/20 7:11 PM,07/13/20 3:06 PM,07/15/20 7:09PM,Under Investigation,0,0,39.43227,-121.37994
Casino Fire,2020-07-13,2020,Riverside,91.0,07/16/20 7:11 AM,07/13/20 3:08 PM,07/15/20 7:07AM,Under Investigation,0,0,33.48429,-116.83552
Mineral Fire,2020-07-13,2020,Fresno,29667.0,07/26/20 7:40 PM,07/13/20 4:40 PM,07/26/20 7:41PM,Under Investigation,7,0,36.09493,-120.52193
Coyote Fire,2020-07-15,2020,San Benito,1508.0,07/18/20 7:36 AM,07/15/20 2:04 PM,07/18/20 7:36AM,,0,0,36.653,-121.04401
Ben Fire,2020-07-15,2020,Mariposa,48.0,07/18/20 7:58 AM,07/15/20 4:44 PM,07/18/20 7:58AM,,0,0,37.42319,-119.95807
Valley Fire,2020-07-15,2020,Yuba,500.0,07/15/20 7:12 PM,07/15/20 5:18 PM,07/15/20 7:11PM,,0,0,39.10112,-121.33589
Hollow Fire,2020-07-16,2020,Alameda,253.0,07/19/20 1:26 PM,07/16/20 6:14 PM,07/19/20 1:26PM,,0,0,37.64044,-121.59374
Pitzer Fire,2020-07-17,2020,San Bernardino,119.0,07/20/20 8:55 PM,07/17/20 2:59 PM,07/20/20 8:54PM,Under Investigation,0,0,34.39464,-116.97557
Badger Fire,2020-07-18,2020,Siskiyou,557.0,08/13/20 11:22 AM,07/18/20 5:18 PM,07/28/20 6:21PM,Under Investigation,0,0,41.79319,-122.69296
Hog Fire,2020-07-18,2020,Lassen,9564.0,08/17/20 9:07 PM,07/18/20 5:28 PM,08/17/20 9:07PM,Under Investigation,2,0,40.420886,-120.86375
Platina Fire,2020-07-19,2020,Shasta,340.0,07/27/20 7:20 PM,07/19/20 5:05 PM,07/27/20 7:20PM,Under Investigation,0,0,40.462621,-122.792645
Gold Fire,2020-07-20,2020,Lassen,22634.0,08/12/20 7:21 PM,07/20/20 2:12 PM,08/12/20 7:21PM,Under Investigation,13,0,41.11037,-120.923293
Milepost 21 Fire,2020-07-20,2020,Humboldt,100.0,05/19/21 4:31 PM,07/20/20 3:44 PM,08/18/20 6:09PM,Under Investigation,0,0,41.1849445,-123.6986222
Feather Fire,2020-07-20,2020,Butte,30.0,07/22/20 2:40 PM,07/20/20 4:09 PM,07/21/20 2:40PM,Under Investigation,3,0,39.506597,-121.604579
Holland Fire,2020-07-20,2020,Contra Costa,75.0,07/29/20 11:20 AM,07/20/20 6:04 PM,07/20/20 11:20AM,,0,0,37.977309,-121.620238
Easton Fire,2020-07-20,2020,San Bernardino,71.0,08/04/20 4:01 PM,07/20/20 7:10 PM,07/21/20 4:01PM,,0,0,34.135626,-117.192142
Rabbit Fire,2020-07-20,2020,Madera,135.0,07/21/20 7:19 AM,07/20/20 7:15 PM,07/21/20 7:18AM,Under Investigation,0,0,37.118075,-119.932391
Iris Fire,2020-07-21,2020,Mono,120.0,08/12/20 4:38 PM,07/21/20 7:26 PM,08/12/20 4:37PM,Under Investigation,0,0,37.518879,-118.711135
July Complex,2020-07-24,2020,Siskiyou and Modoc,83261.0,11/10/20 2:27 PM,07/24/20 7:33 AM,08/20/20 2:27PM,Under Investigation,0,0,41.699,-121.477
Jack Fire,2020-07-24,2020,Riverside,145.0,07/25/20 7:43 PM,07/24/20 5:32 PM,07/25/20 7:42PM,,0,0,33.93327,-117.033124
Hill Fire,2020-07-24,2020,Colusa,138.0,07/25/20 7:09 AM,07/24/20 5:47 PM,07/25/20 7:07AM,,0,0,39.013591,-122.359663
Karen Fire,2020-07-25,2020,Riverside,250.0,08/01/20 7:23 AM,07/25/20 6:16 PM,07/28/20 7:21AM,,0,0,34.028116,-117.429598
Ione Fire,2020-07-26,2020,Sacramento,51.0,07/29/20 11:26 AM,07/26/20 12:57 PM,07/26/20 11:26AM,,0,0,38.420382,-121.044895
Cottonwood Fire,2020-07-27,2020,Merced,788.0,07/29/20 6:49 AM,07/27/20 9:28 AM,,Under Investigation,0,0,37.083806,-121.101634
Adams Fire,2020-07-27,2020,Lassen,,08/17/20 11:05 AM,07/27/20 9:35 AM,,Under Investigation,0,0,39.922415,-120.025872
Ridge Fire,2020-07-27,2020,Los Angeles,321.0,07/30/20 7:44 PM,07/27/20 5:19 PM,07/30/20 7:43PM,Under Investigation,0,0,34.75844,-118.72004
Lincoln Fire,2020-07-27,2020,Humboldt,25.0,08/03/20 9:44 AM,07/27/20 6:50 PM,07/31/20 9:44AM,Under Investigation,0,0,40.78804,-124.19954
Border 11 Fire,2020-07-28,2020,San Diego,100.0,07/29/20 7:00 PM,07/28/20 7:49 AM,,Under Investigation,0,0,32.62212,-116.77048
Branch Fire,2020-07-28,2020,San Luis Obispo,3022.0,08/01/20 7:47 PM,07/28/20 2:59 PM,08/01/20 7:45PM,Under Investigation,0,0,35.35146,-120.00521
Brook Fire,2020-07-29,2020,San Bernardino,185.0,08/01/20 7:08 AM,07/29/20 5:24 PM,08/01/20 7:07AM,Under Investigation,0,0,34.25143,-117.45479
Clay Fire,2020-07-29,2020,Sacramento,730.0,07/30/20 7:35 AM,07/29/20 6:05 PM,07/30/20 7:27AM,Under Investigation,0,0,38.40329,-121.17197
Rabbit Fire,2020-07-30,2020,Riverside,104.0,07/31/20 9:04 AM,07/30/20 2:40 PM,07/31/20 9:03AM,Under Investigation,0,0,33.934137,-117.034461
Dam Fire,2020-07-30,2020,Los Angeles,220.0,11/10/20 2:26 PM,07/30/20 3:23 PM,08/14/20 2:26PM,Under Investigation,0,0,34.17363,-117.889503
Sheep Fire,2020-07-30,2020,Kern,233.0,08/01/20 9:00 AM,07/30/20 4:14 PM,07/31/20 8:56AM,Under Investigation,0,0,35.14357,-118.7933
Apple Fire,2020-07-31,2020,Riverside,,11/10/20 2:33 PM,07/31/20 6:08 PM,,Human,4,0,33.99139,-116.9617
Cowhead Fire,2020-07-31,2020,Modoc,,08/17/20 11:05 AM,07/31/20 8:06 PM,,,0,0,41.52261,-120.17183
Stump Fire,2020-08-01,2020,Tehama,684.0,11/10/20 2:26 PM,08/01/20 4:39 PM,09/14/20 2:25PM,Under Investigation,0,0,40.34659,-121.6415
Castaic Fire,2020-08-01,2020,Los Angeles,178.0,11/10/20 2:25 PM,08/01/20 6:04 PM,09/14/20 2:25PM,,0,0,34.51853,-118.59699
Pond Fire,2020-08-01,2020,San Luis Obispo,1962.0,08/09/20 7:17 PM,08/01/20 6:44 PM,08/09/20 7:17PM,,0,0,35.43128,-120.47346
Sophia Fire,2020-08-02,2020,El Dorado,36.0,08/02/20 9:12 AM,08/02/20 9:12 AM,08/02/20 9:11AM,,0,0,38.686478,-121.103299
Water Fire,2020-08-02,2020,Riverside,52.0,08/04/20 3:13 PM,08/02/20 3:11 PM,08/04/20 3:12PM,,0,0,33.924086,-116.641846
North Fire,2020-08-02,2020,Lassen,6882.0,08/13/20 11:27 AM,08/02/20 4:51 PM,08/10/20 11:27AM,Under Investigation,0,0,40.36764,-120.44811
Sites Fire,2020-08-02,2020,Colusa,560.0,08/05/20 7:16 AM,08/02/20 5:13 PM,08/05/20 7:16AM,,0,0,39.31313,-122.48525
Post Fire,2020-08-02,2020,Los Angeles,120.0,08/24/20 2:47 PM,08/02/20 8:49 PM,08/04/20 2:34PM,,0,0,34.04447,-118.21608
Beale Fire,2020-08-02,2020,Yuba,600.0,08/13/20 11:22 AM,08/02/20 10:24 PM,08/03/20 7:22AM,,0,0,39.11307,-121.38178
Elsmere Fire,2020-08-03,2020,Los Angeles,200.0,08/24/20 2:47 PM,08/03/20 3:45 PM,08/06/20 1:32PM,Under Investigation,0,0,34.3428,-118.49731
Stagecoach Fire,2020-08-03,2020,Kern,7760.0,08/18/20 5:51 PM,08/03/20 5:33 PM,08/18/20 5:50PM,Under Investigation,0,0,35.43044,-118.53361
166 Fire,2020-08-03,2020,San Luis Obispo,,11/10/20 2:24 PM,08/03/20 8:27 PM,,,0,0,34.93442,-119.5795
Trimmer Fire,2020-08-04,2020,Fresno,594.0,11/10/20 2:23 PM,08/04/20 9:44 AM,08/20/20 2:23PM,Under Investigation,0,0,36.90933,-119.2439
Pass Fire,2020-08-04,2020,San Luis Obispo,280.0,08/05/20 7:20 AM,08/04/20 5:18 PM,08/05/20 7:19AM,,0,0,35.61521,-120.40457
Fort Fire,2020-08-06,2020,Kern,277.0,08/07/20 7:19 AM,08/06/20 8:24 AM,08/07/20 7:18AM,Under Investigation,0,0,34.93929,-118.92967
Texas Fire,2020-08-06,2020,Los Angeles,210.0,11/10/20 2:22 PM,08/06/20 3:37 PM,09/14/20 2:22PM,Under Investigation,0,0,,
Mina Fire,2020-08-10,2020,Mendocino,177.0,08/12/20 7:15 PM,08/10/20 6:31 PM,08/12/20 7:15PM,Under Investigation,0,0,39.82454,-123.262437
Duluth Fire,2020-08-10,2020,Placer,65.0,08/13/20 2:26 PM,08/10/20 6:58 PM,08/11/20 2:25PM,Under Investigation,0,0,38.81111,-121.318472
R-1 Fire,2020-08-11,2020,Lassen,285.0,08/12/20 4:47 PM,08/11/20 7:37 AM,08/12/20 4:46PM,Under Investigation,0,0,40.590714,-120.549595
Soda Fire,2020-08-12,2020,Kern,424.0,08/12/20 4:23 PM,08/12/20 11:43 AM,08/12/20 4:22PM,,0,0,34.962524,-119.444977
Lake Fire,2020-08-12,2020,Los Angeles,31089.0,09/29/20 7:01 AM,08/12/20 5:13 PM,09/28/20 6:59AM,Under Investigation,0,0,34.679,-118.452
Carrizo Fire,2020-08-12,2020,San Luis Obispo,183.0,08/13/20 11:44 AM,08/12/20 7:12 PM,08/12/20 11:44AM,,0,0,35.308259,-119.987565
Ranch 2 Fire,2020-08-13,2020,Los Angeles,4237.0,11/10/20 2:17 PM,08/13/20 2:49 PM,10/05/20 2:17PM,,0,0,34.160265,-117.910498
Meiss Fire,2020-08-13,2020,Sacramento,512.0,08/14/20 8:50 AM,08/13/20 5:01 PM,08/14/20 7:16AM,,0,0,38.474502,-121.172572
Feather Fire,2020-08-13,2020,Sierra,,09/22/20 11:05 AM,08/13/20 7:03 PM,,,0,0,39.716713,-120.889438
Clark Fire,2020-08-14,2020,Butte,110.0,08/14/20 7:24 PM,08/14/20 5:55 PM,08/14/20 7:23PM,,0,0,39.647686,-121.633994
Loyalton Fire,2020-08-14,2020,Sierra,47029.0,08/27/20 6:54 AM,08/14/20 6:52 PM,08/26/20 6:54AM,,0,0,39.702438,-120.143473
Whale Fire,2020-08-15,2020,San Luis Obispo,312.0,11/10/20 2:21 PM,08/15/20 1:21 PM,08/19/20 2:50PM,,0,0,35.472114,-120.856731
Hills Fire,2020-08-15,2020,Fresno,2121.0,08/24/20 9:10 PM,08/15/20 5:00 PM,,,0,0,36.09876,-120.427342
CZU Lightning Complex (Including Warnella Fire),2020-08-15,2020,Santa Cruz and San Mateo,86509.0,09/23/20 3:43 PM,08/16/20 6:41 AM,09/22/20 7:53PM,Lightning,1490,0,37.17162,-122.22275
3-2 Fire,2020-08-16,2020,San Luis Obispo,20.0,08/17/20 7:24 PM,08/16/20 7:56 AM,08/17/20 7:23PM,,0,0,35.519723,-120.801074
Elk Fire,2020-08-16,2020,Glenn,727.0,08/17/20 9:01 PM,08/16/20 10:14 AM,08/17/20 9:01PM,,0,0,39.52452,-122.427358
River Fire,2020-08-16,2020,Monterey,48088.0,09/04/20 7:08 PM,08/16/20 2:56 PM,,,30,0,36.60239,-121.62161
August Complex (includes Doe Fire),2020-08-16,2020,"Mendocino, Humboldt, Trinity, Tehama, Glenn, Lake and Colusa",1032648.0,11/18/20 10:22 AM,08/16/20 8:37 PM,11/11/20 10:21AM,Lightning,0,0,39.776,-122.673
"LNU Lightning Complex (includes Hennessey, Gamble, 15-10, Spanish, Markley, 13-4, 11-16, Walbridge)",2020-08-16,2020,"Napa, Sonoma, Lake, Yolo and Solano",363220.0,10/02/20 1:41 PM,08/17/20 6:40 AM,10/02/20 10:38AM,,0,0,38.48193,-122.14864
Jones Fire,2020-08-16,2020,Nevada,705.0,08/28/20 4:25 PM,08/17/20 6:50 AM,08/28/20 4:19PM,,21,0,39.29241,-121.100352
Beach Fire,2020-08-17,2020,Mono,,09/06/20 8:23 PM,08/17/20 12:31 PM,08/28/20 8:22PM,,0,0,37.919382,-119.010655
4-8 Fire,2020-08-17,2020,Glenn,275.0,08/19/20 9:08 PM,08/17/20 2:16 PM,08/19/20 9:08PM,,0,0,39.555943,-122.5012461
Holser Fire,2020-08-17,2020,Ventura,3000.0,11/10/20 2:20 PM,08/17/20 5:08 PM,,,0,0,34.438759,-118.758965
Murphy Fire,2020-08-17,2020,El Dorado,14.0,08/19/20 6:51 PM,08/17/20 8:06 PM,08/19/20 6:50PM,,0,0,38.840068,-120.876546
SCU Lightning Complex,2020-08-18,2020,"Santa Clara, Alameda, Contra Costa, San Joaquin and Stanislaus",396624.0,10/01/20 10:29 AM,08/18/20 9:25 AM,10/01/20 10:29AM,,222,0,37.439437,-121.30435
Bell Fire,2020-08-18,2020,Tuolumne,,09/06/20 2:32 PM,08/18/20 10:21 AM,,,0,0,38.183,-119.869
Carmel Fire,2020-08-18,2020,Monterey,6905.0,01/11/21 7:58 AM,08/18/20 2:24 PM,,Unknown,73,0,36.4463,-121.68181
Woodward Fire,2020-08-18,2020,Marin,4929.0,10/06/20 7:37 AM,08/18/20 2:27 PM,10/02/20 7:21AM,,0,0,38.018089,-122.836701
3-19 Fire,2020-08-18,2020,Mendocino,62.0,11/10/20 2:20 PM,08/18/20 3:27 PM,08/21/20 8:08AM,,0,0,39.276,-123.013667
Salt Fire,2020-08-18,2020,Calaveras,1789.0,08/24/20 7:55 PM,08/18/20 4:33 PM,,Under Investigation,0,0,38.027921,-120.763258
Creek Fire,2020-08-18,2020,Mendocino,820.0,09/06/20 2:09 PM,08/18/20 5:58 PM,08/21/20 9:00PM,,2,0,39.8174372,-123.2111007
Butte/Tehama/Glenn Lightning Complex (Tehama/Glenn Zone),2020-08-19,2020,Tehama and Glenn,19609.0,06/30/21 3:26 PM,08/19/20 9:12 AM,10/09/20 3:20PM,Under Investigation,14,0,40.09571,-122.4393
Flint Fire,2020-08-19,2020,Calaveras,55.0,08/19/20 8:16 PM,08/19/20 4:44 PM,08/19/20 8:16PM,Under Investigation,0,0,38.03106,-120.85258
Moc Fire,2020-08-20,2020,Tuolumne,2857.0,11/17/20 3:36 PM,08/20/20 2:26 PM,08/30/20 7:14PM,Equipment,0,0,37.813779,-120.312565
Volcano Fire,2020-08-20,2020,San Diego,45.0,08/22/20 9:22 PM,08/20/20 4:18 PM,08/22/20 9:17PM,,0,0,33.454896,-117.328234
Coyote Fire,2020-08-21,2020,Santa Clara,143.0,09/08/20 11:47 AM,08/21/20 2:36 PM,08/26/20 5:00PM,,0,0,37.18725,-121.68465
Sheep Fire,2020-08-22,2020,Plumas,29570.0,09/13/20 7:53 AM,08/22/20 10:02 PM,09/09/20 9:00AM,,26,0,40.274,-120.757
W-5 Cold Springs,2020-08-23,2020,Lassen,,09/16/20 11:19 AM,08/23/20 8:24 AM,09/16/20 11:18AM,,0,0,41.028611,-120.281389
Placer Fire,2020-08-25,2020,San Luis Obispo,53.0,11/10/20 2:20 PM,08/25/20 4:29 PM,,,0,0,35.4335197,-120.1243296
R-8 Pinecone Fire,2020-08-26,2020,Lassen,567.0,11/10/20 2:19 PM,08/26/20 8:03 AM,08/31/20 2:19PM,,0,0,40.773,-120.536
Perry Fire,2020-08-26,2020,Placer,9.0,08/26/20 7:35 PM,08/26/20 1:37 PM,,Under Investigation,0,0,38.8825,-121.10411
Johnson Fire,2020-08-28,2020,Los Angeles,290.0,08/30/20 7:27 PM,08/28/20 4:21 PM,08/30/20 7:27PM,,0,0,34.65979,-118.36411
Hensley Fire,2020-08-30,2020,Madera,688.0,08/30/20 7:11 PM,08/30/20 11:11 AM,08/30/20 7:11PM,,0,0,37.08053,-119.88673
Hobo Fire,2020-09-01,2020,Trinity,,09/16/20 11:23 AM,09/01/20 9:37 AM,09/10/20 11:23AM,,0,0,40.82126,-123.12461
Slink Fire,2020-09-01,2020,Mono,,11/10/20 2:33 PM,09/01/20 12:38 PM,,Under Investigation,0,0,38.568,-119.568
Catholic Fire,2020-09-01,2020,Lake,13.0,09/02/20 7:19 AM,09/01/20 5:34 PM,09/02/20 7:18AM,Under Investigation,0,0,39.012743,-122.637037
Creek Fire,2020-09-04,2020,Fresno and Madera,,12/18/20 1:43 PM,09/04/20 6:21 PM,,,856,0,37.19147,-119.261175
El Dorado Fire,2020-09-05,2020,San Bernardino and Riverside,22744.0,11/18/20 10:41 AM,09/05/20 12:51 PM,11/16/20 8:00AM,Human,0,0,34.08056,-116.98669
Valley Fire,2020-09-05,2020,San Diego,16390.0,09/25/20 7:25 AM,09/05/20 4:02 PM,09/24/20 3:30PM,,0,0,32.765615,-116.692705
Oak Fire,2020-09-07,2020,Mendocino,1100.0,10/16/20 7:31 AM,09/07/20 1:26 PM,09/14/20 7:38PM,Under Investigation,56,0,39.4935,-123.3965
Fork Fire,2020-09-08,2020,El Dorado,,11/09/20 5:48 PM,09/08/20 1:03 PM,11/09/20 5:48PM,,0,0,38.99,-120.394
Sperry Fire,2020-09-08,2020,Stanislaus,45.0,09/16/20 7:28 AM,09/08/20 10:27 PM,09/09/20 7:27AM,,0,0,37.46377,-121.18018
Willow Fire,2020-09-08,2020,Yuba,1311.0,09/16/20 6:03 PM,09/09/20 6:04 AM,09/14/20 5:35PM,,41,0,39.3637,-121.32361
Schoolhouse Fire,2020-09-09,2020,Siskiyou,45.0,09/17/20 7:57 PM,09/09/20 3:59 PM,09/17/20 7:56PM,Under Investigation,0,0,41.68229,-122.84057
Shackleford Fire,2020-09-11,2020,Siskiyou,50.0,10/05/20 9:45 AM,09/11/20 10:05 AM,09/21/20 7:57PM,Under Investigation,0,0,41.575549,-123.021635
Bullfrog Fire,2020-09-12,2020,Fresno,1185.0,11/10/20 2:06 PM,09/12/20 1:57 PM,11/09/20 2:06PM,,0,0,37.135474,-119.027309
Fox Fire,2020-09-16,2020,Siskiyou,2188.0,10/06/20 8:32 AM,09/16/20 11:08 AM,09/30/20 8:31AM,,0,0,41.211022,-122.847359
San Antonio Fire,2020-09-16,2020,Santa Barbara,111.0,09/18/20 8:49 AM,09/16/20 4:00 PM,09/18/20 8:00AM,,0,0,34.773809,-120.491594
Snow Fire,2020-09-17,2020,Riverside,,10/06/20 8:34 AM,09/17/20 4:11 PM,,,0,0,33.88831,-116.68386
Glass Fire,2020-09-26,2020,Napa and Sonoma,67484.0,10/20/20 12:02 PM,09/27/20 3:48 AM,10/20/20 11:00AM,Under Investigation,1555,0,38.56295,-122.49745
Zogg Fire,2020-09-27,2020,Shasta and Tehama,56338.0,10/16/20 3:08 PM,09/27/20 4:03 PM,10/13/20 5:02PM,Under Investigation,204,4,40.53927,-122.56656
Martindale Fire,2020-09-28,2020,Los Angeles,230.0,10/20/20 1:33 PM,09/28/20 5:08 PM,09/30/20 8:36AM,,0,0,34.563,-118.4
Candy Fire,2020-09-29,2020,Riverside,227.0,09/30/20 7:12 PM,09/29/20 1:32 PM,09/30/20 7:12PM,,0,0,33.764357,-117.374419
Copper Fire,2020-09-30,2020,Amador,48.0,10/05/20 9:45 AM,09/30/20 1:09 PM,10/03/20 7:08AM,,0,0,38.49375,-121.003602
Pony Fire,2020-10-03,2020,Sacramento,20.0,10/04/20 7:22 AM,10/03/20 3:38 PM,10/04/20 7:22AM,Under Investigation,0,0,38.464074,-121.039236
